#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 1:32:14 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2003-11-21,1.2,1.6,30,8,21,0.10
2003-11-22,1.2,1.7,22,-1,11,0.00
2003-11-23,1.2,1.7,44,18,28,0.00
2003-11-24,1.0,1.7,41,25,32,0.00
2003-11-25,1.0,1.7,37,23,27,0.00
2003-11-26,1.0,1.7,36,18,26,0.00
2003-11-27,1.0,1.7,47,20,32,0.00
2003-11-28,1.0,1.7,48,30,38,0.00
2003-11-29,1.0,1.7,47,31,37,0.00
2003-11-30,1.0,1.7,41,31,37,0.00
2003-12-01,1.0,1.7,38,24,31,0.00
2003-12-02,0.9,1.7,46,20,29,0.00
2003-12-03,0.9,1.7,46,27,33,0.00
2003-12-04,0.9,1.7,48,28,37,0.00
2003-12-05,1.1,1.7,39,31,35,0.70
2003-12-06,1.4,2.4,37,28,32,0.50
2003-12-07,1.7,2.9,29,12,22,0.70
2003-12-08,2.0,3.6,27,10,17,0.00
2003-12-09,2.0,3.6,35,17,26,0.10
2003-12-10,2.2,3.7,25,17,19,0.50
2003-12-11,2.6,4.2,24,9,14,0.40
2003-12-12,2.8,4.6,35,13,28,0.00
2003-12-13,3.1,4.6,38,28,31,0.00
2003-12-14,3.1,4.6,28,7,18,0.70
2003-12-15,3.4,5.3,24,4,15,0.00
2003-12-16,3.6,5.3,42,20,28,0.00
2003-12-17,3.7,5.3,49,28,34,0.00
2003-12-18,3.8,5.3,50,33,37,0.00
2003-12-19,3.9,5.3,48,25,37,0.20
2003-12-20,4.1,5.5,38,22,29,0.30
2003-12-21,4.1,5.8,32,16,22,0.00
2003-12-22,4.1,5.8,44,25,31,0.00
2003-12-23,4.1,5.8,30,21,25,0.20
2003-12-24,4.2,6.0,33,19,28,1.00
2003-12-25,5.5,7.0,24,10,18,0.20
2003-12-26,5.8,7.2,14,-2,6,0.00
2003-12-27,5.8,7.2,18,-3,6,0.30
2003-12-28,5.8,7.5,27,5,16,0.10
2003-12-29,6.2,7.6,27,20,22,0.60
2003-12-30,7.2,8.2,30,15,21,0.70
2003-12-31,7.3,8.9,27,17,22,0.00
2004-01-01,7.3,8.9,27,14,20,1.40
2004-01-02,8.8,10.3,18,7,13,0.40
2004-01-03,9.0,10.7,13,-3,4,0.00
2004-01-04,9.0,10.7,28,3,16,0.10
2004-01-05,9.1,10.8,36,13,21,0.00
2004-01-06,9.1,10.8,38,23,29,0.10
2004-01-07,9.2,10.9,32,22,28,0.20
2004-01-08,9.3,11.1,44,22,31,0.00
2004-01-09,9.3,11.1,41,25,33,0.00
2004-01-10,9.3,11.1,47,26,34,0.00
2004-01-11,9.3,11.1,46,25,30,0.00
2004-01-12,9.3,11.1,44,27,32,0.00
2004-01-13,9.3,11.1,45,25,29,0.00
2004-01-14,9.3,11.1,44,24,29,0.00
2004-01-15,9.3,11.1,36,20,25,0.00
2004-01-16,9.3,11.1,41,22,28,0.00
2004-01-17,9.3,11.1,43,23,28,0.00
2004-01-18,9.3,11.1,38,18,28,0.00
2004-01-19,9.3,11.1,32,15,21,0.00
2004-01-20,9.3,11.1,23,14,17,0.10
2004-01-21,9.3,11.2,31,6,15,0.00
2004-01-22,9.3,11.2,43,18,27,0.00
2004-01-23,9.3,11.2,48,27,33,0.00
2004-01-24,9.3,11.2,30,21,25,0.00
2004-01-25,9.2,11.2,26,8,18,0.00
2004-01-26,9.2,11.2,35,16,24,0.00
2004-01-27,9.2,11.2,31,13,23,0.10
2004-01-28,9.2,11.3,37,12,23,0.00
2004-01-29,9.2,11.3,42,22,29,0.00
2004-01-30,9.2,11.3,33,17,26,0.00
2004-01-31,9.2,11.3,24,10,15,0.00
2004-02-01,9.2,11.3,32,13,23,0.00
2004-02-02,9.2,11.3,26,12,20,1.40
2004-02-03,9.9,12.7,26,8,15,0.00
2004-02-04,9.9,12.7,22,7,13,0.00
2004-02-05,9.9,12.7,27,13,19,0.00
2004-02-06,9.9,12.7,46,19,29,0.20
2004-02-07,10.2,12.9,24,5,14,0.10
2004-02-08,10.2,13.0,30,4,15,0.00
2004-02-09,10.2,13.0,29,4,13,0.00
2004-02-10,10.2,13.0,41,8,21,0.00
2004-02-11,10.2,13.0,41,17,25,0.00
2004-02-12,10.2,13.0,38,16,22,0.00
2004-02-13,10.2,13.0,35,16,25,0.00
2004-02-14,10.2,13.0,36,15,23,0.00
2004-02-15,10.2,13.0,35,21,27,0.00
2004-02-16,10.2,13.0,39,26,31,0.40
2004-02-17,10.5,13.4,35,25,30,0.30
2004-02-18,10.7,13.7,33,15,23,0.90
2004-02-19,11.5,14.6,37,13,22,0.00
2004-02-20,11.8,14.6,25,17,20,0.30
2004-02-21,12.3,14.9,26,17,20,0.10
2004-02-22,12.5,15.0,27,15,20,0.30
2004-02-23,12.8,15.3,35,13,20,0.00
2004-02-24,12.8,15.3,30,15,23,0.10
2004-02-25,12.9,15.4,30,20,25,1.60
2004-02-26,14.4,17.0,26,12,18,0.80
2004-02-27,14.9,17.8,25,5,12,0.00
2004-02-28,14.9,17.8,26,8,14,0.00
2004-02-29,14.9,17.8,31,8,17,0.00
2004-03-01,14.9,17.8,34,12,20,0.30
2004-03-02,15.0,18.1,23,15,18,0.40
2004-03-03,15.5,18.5,46,8,24,0.10
2004-03-04,15.5,18.6,37,10,25,0.00
2004-03-05,15.5,18.6,44,22,32,0.00
2004-03-06,15.5,18.6,47,25,33,0.00
2004-03-07,15.5,18.6,53,25,34,0.00
2004-03-08,15.5,18.6,54,28,36,0.00
2004-03-09,15.6,18.6,54,30,39,0.00
2004-03-10,15.6,18.6,49,25,33,0.00
2004-03-11,15.6,18.6,52,23,34,0.10
2004-03-12,15.6,18.7,49,27,35,0.00
2004-03-13,15.6,18.7,53,25,36,0.00
2004-03-14,15.6,18.7,56,30,40,0.00
2004-03-15,15.7,18.7,51,26,36,0.00
2004-03-16,15.7,18.7,50,26,35,0.00
2004-03-17,15.7,18.7,56,28,38,0.00
2004-03-18,15.8,18.7,56,33,43,0.00
2004-03-19,15.7,18.7,62,37,45,0.00
2004-03-20,15.6,18.7,58,37,44,0.00
2004-03-21,15.6,18.7,63,34,44,0.10
2004-03-22,15.5,18.8,60,33,44,0.00
2004-03-23,15.5,18.8,56,31,40,0.00
2004-03-24,15.3,18.8,48,30,38,0.00
2004-03-25,15.3,18.8,43,25,32,0.20
2004-03-26,15.5,19.0,39,19,28,0.10
2004-03-27,15.6,19.1,48,19,32,0.00
2004-03-28,15.9,19.1,53,27,37,0.00
2004-03-29,16.1,19.1,57,30,42,0.00
2004-03-30,16.1,19.1,51,29,40,0.00
2004-03-31,16.1,19.1,52,27,37,0.10
2004-04-01,16.1,19.2,29,16,22,0.00
2004-04-02,16.1,19.2,38,15,27,0.10
2004-04-03,16.1,19.3,49,29,36,0.00
2004-04-04,16.1,19.3,54,30,39,0.10
2004-04-05,16.1,19.4,56,30,40,0.00
2004-04-06,15.8,19.4,46,27,33,0.00
2004-04-07,15.8,19.4,48,26,35,0.00
2004-04-08,15.6,19.4,54,28,37,0.00
2004-04-09,15.6,19.4,53,28,38,0.00
2004-04-10,15.6,19.4,50,26,35,0.00
2004-04-11,15.6,19.4,57,23,38,0.10
2004-04-12,15.2,19.5,55,29,39,0.00
2004-04-13,15.2,19.5,44,27,34,0.00
2004-04-14,15.2,19.5,42,27,33,0.00
2004-04-15,15.2,19.5,42,26,32,0.00
2004-04-16,15.2,19.5,39,24,29,0.00
2004-04-17,15.2,19.5,37,16,24,0.00
2004-04-18,15.2,19.5,38,12,25,0.00
2004-04-19,15.2,19.5,39,18,28,0.00
2004-04-20,15.3,19.5,39,25,30,0.00
2004-04-21,15.4,19.5,42,21,32,0.00
2004-04-22,15.4,19.5,38,16,26,0.00
2004-04-23,15.4,19.5,52,18,35,0.00
2004-04-24,14.2,19.5,56,27,40,0.00
2004-04-25,14.0,19.5,60,29,43,0.00
2004-04-26,13.7,19.5,62,34,46,0.00
2004-04-27,13.1,19.5,61,37,47,0.00
2004-04-28,12.5,19.5,51,22,39,0.00
2004-04-29,12.1,19.5,47,17,31,0.00
2004-04-30,11.9,19.5,57,24,40,0.00
2004-05-01,11.4,19.5,62,31,46,0.00
2004-05-02,10.8,19.5,67,36,49,0.00
2004-05-03,9.9,19.5,67,41,53,0.00
2004-05-04,8.9,19.5,64,42,52,0.00
2004-05-05,7.9,19.5,58,39,47,0.00
2004-05-06,6.9,19.5,56,33,44,0.00
2004-05-07,6.2,19.5,53,36,43,0.00
2004-05-08,5.5,19.5,56,29,44,0.00
2004-05-09,4.8,19.5,61,33,46,0.00
2004-05-10,3.6,19.5,44,24,34,0.00
2004-05-11,2.5,19.5,44,22,31,0.00
2004-05-12,1.9,19.5,53,18,35,0.00
2004-05-13,1.8,19.5,58,26,42,0.00
2004-05-14,1.7,19.5,58,31,44,0.00
2004-05-15,0.9,19.5,58,34,43,0.00
2004-05-16,0.5,19.5,60,33,45,0.00
2004-05-17,0.0,19.5,54,34,42,0.00
2004-05-18,0.0,19.5,50,29,37,0.00
2004-05-19,0.0,19.5,54,26,37,0.00
2004-05-20,0.0,19.5,51,26,36,0.00
2004-05-21,0.0,19.5,50,25,36,0.00
2004-05-22,0.0,19.5,52,27,41,0.00
2004-05-23,0.0,19.5,51,28,40,0.00
2004-05-24,0.0,19.5,56,26,38,0.00
2004-05-25,0.0,19.5,51,29,38,0.00
2004-05-26,0.0,19.5,58,29,44,0.00
2004-05-27,0.0,19.5,61,39,48,0.00
2004-05-28,0.0,19.5,43,27,36,0.30
2004-05-29,0.0,19.8,58,25,40,0.00
2004-05-30,0.0,19.8,65,33,52,0.00
2004-05-31,0.0,19.8,68,42,53,0.00
2004-06-01,0.0,19.8,67,41,53,0.00
2004-06-02,0.0,19.8,71,42,56,0.00
2004-06-03,0.0,19.8,71,43,56,0.00
2004-06-04,0.0,19.8,72,44,59,0.00
2004-06-05,0.0,19.8,74,46,59,0.00
2004-06-06,0.0,19.8,68,44,55,0.00
2004-06-07,0.0,19.8,63,35,49,0.00
2004-06-08,0.0,19.8,53,26,39,0.00
2004-06-09,0.0,19.8,47,23,34,0.00
2004-06-10,0.0,19.8,57,27,42,0.00
2004-06-11,0.0,19.8,60,31,46,0.00
2004-06-12,0.0,19.8,68,34,51,0.00
2004-06-13,0.0,19.8,73,44,58,0.00
2004-06-14,0.0,19.8,72,45,56,0.00
2004-06-15,0.0,19.8,68,45,52,0.00
2004-06-16,0.0,19.8,68,39,52,0.00
2004-06-17,0.0,19.8,66,40,51,0.00
2004-06-18,0.0,19.8,69,39,52,0.00
2004-06-19,0.0,19.8,70,40,54,0.00
2004-06-20,0.0,19.8,71,44,56,0.00
2004-06-21,0.0,19.8,70,42,54,0.00
2004-06-22,0.0,19.8,70,46,60,0.00
2004-06-23,0.0,19.8,72,43,54,0.10
2004-06-24,0.0,19.9,68,43,55,0.00
2004-06-25,0.0,19.9,71,45,53,0.00
2004-06-26,0.0,19.9,70,43,53,0.00
2004-06-27,0.0,19.9,71,43,54,0.00
2004-06-28,0.0,19.9,68,43,53,0.00
2004-06-29,0.0,19.9,69,41,50,0.00
2004-06-30,0.0,19.9,64,38,48,0.00
2004-07-01,0.0,19.9,67,39,49,0.00
2004-07-02,0.0,19.9,67,40,51,0.00
2004-07-03,0.0,19.9,69,43,52,0.00
2004-07-04,0.0,19.9,73,43,56,0.00
2004-07-05,0.0,19.9,74,45,55,0.20
2004-07-06,0.0,20.1,76,49,58,0.00
2004-07-07,0.0,20.1,73,49,59,0.00
2004-07-08,0.0,20.1,73,44,58,0.00
2004-07-09,0.0,20.1,69,46,56,0.00
2004-07-10,0.0,20.1,68,41,55,0.00
2004-07-11,0.0,20.1,74,43,59,0.00
2004-07-12,0.0,20.1,72,50,60,0.00
2004-07-13,0.0,20.1,73,51,62,0.00
2004-07-14,0.0,20.1,77,48,61,0.00
2004-07-15,0.0,20.1,80,49,62,0.00
2004-07-16,0.0,20.1,76,50,59,0.00
2004-07-17,0.0,20.1,72,50,57,0.00
2004-07-18,0.0,20.1,70,47,58,0.00
2004-07-19,0.0,20.1,74,48,59,0.00
2004-07-20,0.0,20.1,74,46,59,0.00
2004-07-21,0.0,20.1,76,48,60,0.00
2004-07-22,0.0,20.1,78,49,61,0.00
2004-07-23,0.0,20.1,81,51,64,0.00
2004-07-24,0.0,20.1,80,51,63,0.00
2004-07-25,0.0,20.1,76,49,61,0.00
2004-07-26,0.0,20.1,76,48,61,0.00
2004-07-27,0.0,20.1,77,47,61,0.00
2004-07-28,0.0,20.1,78,51,63,0.00
2004-07-29,0.0,20.1,76,50,63,0.00
2004-07-30,0.0,20.1,75,47,60,0.00
2004-07-31,0.0,20.1,77,47,60,0.00
2004-08-01,0.0,20.1,72,44,58,0.00
2004-08-02,0.0,20.1,70,45,56,0.00
2004-08-03,0.0,20.1,74,39,55,0.00
2004-08-04,0.0,20.1,71,42,54,0.00
2004-08-05,0.0,20.1,69,39,54,0.00
2004-08-06,0.0,20.1,71,41,55,0.00
2004-08-07,0.0,20.1,78,43,59,0.00
2004-08-08,0.0,20.1,79,47,62,0.00
2004-08-09,0.0,20.1,79,51,63,0.00
2004-08-10,0.0,20.1,80,51,64,0.00
2004-08-11,0.0,20.1,84,52,65,0.00
2004-08-12,0.0,20.1,76,46,56,0.70
2004-08-13,0.0,20.8,68,47,52,0.00
2004-08-14,0.0,20.8,71,46,56,0.00
2004-08-15,0.0,20.8,64,42,49,0.20
2004-08-16,0.0,21.0,63,42,51,0.00
2004-08-17,0.0,21.0,73,44,56,0.00
2004-08-18,0.0,21.0,72,45,57,0.00
2004-08-19,0.0,21.0,72,44,53,0.30
2004-08-20,0.0,21.3,69,42,49,0.30
2004-08-21,0.0,21.6,69,44,53,0.00
2004-08-22,0.0,21.6,63,43,51,0.00
2004-08-23,0.0,21.6,60,39,48,0.00
2004-08-24,0.0,21.6,66,36,51,0.00
2004-08-25,0.0,21.6,63,46,54,0.00
2004-08-26,0.0,21.6,65,35,49,0.00
2004-08-27,0.0,21.6,63,30,46,0.00
2004-08-28,0.0,21.6,71,41,54,0.00
2004-08-29,0.0,21.6,73,44,56,0.00
2004-08-30,0.0,21.6,76,47,59,0.00
2004-08-31,0.0,21.6,77,49,60,0.00
2004-09-01,0.0,21.6,73,52,61,0.00
2004-09-02,0.0,21.6,63,35,51,0.00
2004-09-03,0.0,21.6,47,28,36,0.00
2004-09-04,0.0,21.6,60,27,43,0.00
2004-09-05,0.0,21.6,71,38,52,0.00
2004-09-06,0.0,21.6,72,44,56,0.00
2004-09-07,0.0,21.6,72,45,56,0.00
2004-09-08,0.0,21.6,73,47,57,0.00
2004-09-09,0.0,21.6,72,45,56,0.00
2004-09-10,0.0,21.6,71,49,58,0.00
2004-09-11,0.0,21.6,71,47,57,0.00
2004-09-12,0.0,21.6,71,45,54,0.00
2004-09-13,0.0,21.6,69,42,55,0.00
2004-09-14,0.0,21.6,67,38,50,0.00
2004-09-15,0.0,21.6,71,36,51,0.00
2004-09-16,0.0,21.6,71,44,55,0.00
2004-09-17,0.0,21.6,65,42,51,0.00
2004-09-18,0.0,21.6,48,33,41,0.00
2004-09-19,0.0,21.6,38,21,29,0.00
2004-09-20,0.0,21.6,38,17,26,0.00
2004-09-21,0.0,21.6,53,20,34,0.00
2004-09-22,0.0,21.6,63,34,46,0.00
2004-09-23,0.0,21.6,66,39,49,0.00
2004-09-24,0.0,21.6,67,40,51,0.00
2004-09-25,0.0,21.6,69,42,52,0.00
2004-09-26,0.0,21.6,67,42,52,0.00
2004-09-27,0.0,21.6,65,40,49,0.00
2004-09-28,0.0,21.6,60,39,47,0.10
2004-09-29,0.0,21.7,59,37,45,0.00
2004-09-30,0.0,21.7,58,35,40,0.00
2004-10-01,0.0,0.0,59,34,44,0.00
2004-10-02,0.0,0.0,58,36,45,0.00
2004-10-03,0.0,0.0,60,34,44,0.00
2004-10-04,0.0,0.0,58,37,43,0.00
2004-10-05,0.0,0.0,60,36,45,0.00
2004-10-06,0.0,0.0,62,38,48,0.00
2004-10-07,0.0,0.0,64,38,48,0.00
2004-10-08,0.0,0.0,69,42,50,0.00
2004-10-09,0.0,0.0,51,33,43,0.00
2004-10-10,0.0,0.0,48,25,33,0.00
2004-10-11,0.0,0.0,47,24,33,0.00
2004-10-12,0.0,0.0,56,31,41,0.00
2004-10-13,0.0,0.0,59,35,43,0.00
2004-10-14,0.0,0.0,65,37,47,0.00
2004-10-15,0.0,0.0,67,42,50,0.00
2004-10-16,0.0,0.0,61,34,46,0.00
2004-10-17,0.0,0.0,36,30,32,0.30
2004-10-18,0.0,0.3,45,27,33,0.10
2004-10-19,0.0,0.4,33,25,28,1.80
2004-10-20,1.5,2.2,31,12,22,0.50
2004-10-21,1.8,2.7,35,13,21,0.00
2004-10-22,1.9,2.7,44,15,28,0.00
2004-10-23,2.1,2.7,42,27,34,0.10
2004-10-24,2.1,2.8,36,21,28,0.10
2004-10-25,2.1,2.9,36,21,27,0.00
2004-10-26,2.1,2.9,29,14,21,1.00
2004-10-27,2.8,3.9,26,10,16,0.10
2004-10-28,2.8,4.0,29,9,17,0.00
2004-10-29,2.8,4.0,39,17,26,0.00
2004-10-30,2.8,4.0,47,21,32,0.00
2004-10-31,2.8,4.0,34,16,23,0.00
2004-11-01,2.8,4.0,44,21,30,0.00
2004-11-02,3.0,4.0,54,31,38,0.00
2004-11-03,3.1,4.0,40,21,29,0.70
2004-11-04,3.6,4.7,26,18,21,0.60
2004-11-05,4.1,5.3,34,15,26,0.00
2004-11-06,4.2,5.3,44,22,30,0.00
2004-11-07,4.2,5.3,37,27,32,0.40
2004-11-08,4.7,5.7,35,30,32,0.70
2004-11-09,5.3,6.4,48,30,34,0.00
2004-11-10,5.3,6.4,45,25,32,0.00
2004-11-11,5.3,6.4,35,21,26,0.10
2004-11-12,5.3,6.5,32,19,25,0.00
2004-11-13,5.3,6.5,30,17,22,0.00
2004-11-14,5.3,6.5,37,15,25,0.00
2004-11-15,5.3,6.5,50,27,34,0.00
2004-11-16,5.3,6.5,45,27,32,0.00
2004-11-17,5.3,6.5,44,26,31,0.00
2004-11-18,5.3,6.5,47,26,33,0.00
2004-11-19,5.3,6.5,34,15,24,0.00
2004-11-20,5.3,6.5,33,6,16,0.00
2004-11-21,5.3,6.5,17,6,10,0.10
2004-11-22,5.3,6.6,36,15,23,0.00
2004-11-23,5.3,6.6,33,18,24,0.00
2004-11-24,5.3,6.6,44,22,30,0.00
2004-11-25,5.3,6.6,42,24,35,0.00
2004-11-26,5.3,6.6,45,22,30,0.00
2004-11-27,5.3,6.6,32,4,20,1.50
2004-11-28,6.4,8.1,12,-4,3,0.00
2004-11-29,6.4,8.1,33,-3,13,0.10
2004-11-30,6.4,8.2,35,6,18,0.00
2004-12-01,6.4,8.2,19,4,11,0.00
2004-12-02,6.4,8.2,19,1,7,0.00
2004-12-03,6.4,8.2,30,3,15,0.00
2004-12-04,6.4,8.2,32,11,19,0.00
2004-12-05,6.4,8.2,24,6,13,0.10
2004-12-06,6.4,8.3,29,11,21,0.00
2004-12-07,6.4,8.3,25,20,22,1.20
2004-12-08,7.3,9.5,37,23,29,0.30
2004-12-09,7.8,9.8,51,30,37,0.10
2004-12-10,7.9,9.9,51,34,42,0.00
2004-12-11,8.0,9.9,56,35,40,0.00
2004-12-12,8.0,9.9,52,35,40,0.00
2004-12-13,8.0,9.9,49,28,36,0.00
2004-12-14,8.0,9.9,49,28,37,0.00
2004-12-15,8.0,9.9,44,24,30,0.00
2004-12-16,8.0,9.9,38,22,28,0.00
2004-12-17,8.0,9.9,49,28,33,0.00
2004-12-18,8.0,9.9,45,29,33,0.00
2004-12-19,8.0,9.9,52,31,37,0.00
2004-12-20,8.0,9.9,47,21,34,0.00
2004-12-21,8.0,9.9,33,16,22,0.00
2004-12-22,8.0,9.9,34,11,22,0.00
2004-12-23,8.0,9.9,28,13,20,0.00
2004-12-24,8.0,9.9,47,22,31,0.00
2004-12-25,8.0,9.9,42,28,35,0.00
2004-12-26,8.0,9.9,33,25,29,0.00
2004-12-27,8.0,9.9,27,17,21,0.30
2004-12-28,8.3,10.2,21,14,18,1.10
2004-12-29,8.6,11.3,23,13,17,0.30
2004-12-30,8.9,11.6,23,16,21,1.80
2004-12-31,11.1,13.4,22,10,17,1.60
2005-01-01,12.7,15.0,22,6,13,0.10
2005-01-02,12.8,15.1,24,5,11,0.10
2005-01-03,12.9,15.2,21,11,16,1.30
2005-01-04,14.3,16.5,21,8,13,0.10
2005-01-05,14.3,16.6,29,4,11,0.00
2005-01-06,14.3,16.6,26,2,10,0.00
2005-01-07,14.3,16.6,24,12,20,1.80
2005-01-08,16.5,18.4,22,15,19,1.80
2005-01-09,18.6,20.2,29,16,25,1.40
2005-01-10,20.3,21.6,30,19,24,0.20
2005-01-11,21.0,21.8,22,7,14,0.00
2005-01-12,21.3,21.8,31,6,18,0.10
2005-01-13,21.4,21.9,36,14,24,0.10
2005-01-14,21.5,22.0,43,18,25,1.00
2005-01-15,21.5,23.0,44,24,31,0.00
2005-01-16,21.6,23.0,42,25,33,0.00
2005-01-17,21.6,23.0,48,26,33,0.00
2005-01-18,21.7,23.0,51,31,37,0.00
2005-01-19,21.7,23.0,59,33,39,0.00
2005-01-20,21.8,23.0,54,30,36,0.00
2005-01-21,21.8,23.0,47,29,34,0.00
2005-01-22,21.8,23.0,52,29,34,0.00
2005-01-23,21.8,23.0,49,25,31,0.00
2005-01-24,21.8,23.0,44,25,31,0.00
2005-01-25,21.8,23.0,38,24,29,0.00
2005-01-26,21.9,23.0,35,18,26,0.20
2005-01-27,22.0,23.2,32,14,22,0.00
2005-01-28,22.0,23.2,27,11,19,0.10
2005-01-29,22.5,23.3,24,6,14,0.10
2005-01-30,22.5,23.4,37,6,18,0.00
2005-01-31,22.5,23.4,39,18,24,0.00
2005-02-01,22.5,23.4,36,15,22,0.10
2005-02-02,22.5,23.5,39,14,24,0.10
2005-02-03,22.5,23.6,42,21,28,0.00
2005-02-04,22.6,23.6,47,21,29,0.00
2005-02-05,22.6,23.6,44,20,27,0.00
2005-02-06,22.6,23.6,36,17,24,0.10
2005-02-07,22.6,23.7,33,13,21,0.00
2005-02-08,22.6,23.7,35,9,18,0.00
2005-02-09,22.6,23.7,42,16,25,0.00
2005-02-10,22.6,23.7,34,18,23,0.10
2005-02-11,22.7,23.8,35,23,27,0.00
2005-02-12,22.9,23.8,45,24,30,0.10
2005-02-13,22.9,23.9,40,24,29,0.00
2005-02-14,22.9,23.9,37,20,27,0.00
2005-02-15,23.0,23.9,29,23,26,0.20
2005-02-16,23.9,24.1,32,22,26,0.90
2005-02-17,24.2,25.0,33,16,24,0.00
2005-02-18,24.3,25.0,32,13,24,0.10
2005-02-19,24.3,25.1,33,12,20,0.00
2005-02-20,24.4,25.1,35,20,24,0.60
2005-02-21,24.9,25.7,31,21,24,1.20
2005-02-22,26.1,26.9,34,19,24,0.50
2005-02-23,26.5,27.4,37,17,24,0.00
2005-02-24,26.6,27.4,39,14,22,0.00
2005-02-25,26.6,27.4,38,14,21,0.00
2005-02-26,26.6,27.4,39,12,20,0.00
2005-02-27,26.6,27.4,39,14,25,0.00
2005-02-28,26.8,27.4,36,14,22,0.10
2005-03-01,27.0,27.5,48,17,28,0.10
2005-03-02,27.1,27.6,39,13,25,0.00
2005-03-03,27.1,27.6,43,11,26,0.00
2005-03-04,27.2,27.6,32,20,25,0.00
2005-03-05,27.4,27.6,40,18,27,0.20
2005-03-06,27.5,27.8,45,16,28,0.20
2005-03-07,27.5,28.0,54,26,34,0.10
2005-03-08,27.5,28.1,55,28,36,0.10
2005-03-09,27.7,28.2,61,30,40,0.00
2005-03-10,27.8,28.2,50,29,36,0.00
2005-03-11,27.9,28.2,57,26,37,0.10
2005-03-12,28.0,28.3,58,30,40,0.00
2005-03-13,28.0,28.3,45,16,29,0.00
2005-03-14,28.0,28.3,35,9,19,0.00
2005-03-15,28.0,28.3,41,12,24,0.00
2005-03-16,28.0,28.3,44,19,29,0.00
2005-03-17,28.0,28.3,38,22,29,0.00
2005-03-18,28.0,28.3,42,20,29,0.00
2005-03-19,28.0,28.3,40,17,26,0.60
2005-03-20,28.7,28.9,28,17,21,0.60
2005-03-21,29.5,29.5,39,16,26,0.10
2005-03-22,29.6,29.6,32,17,26,1.90
2005-03-23,32.0,31.5,32,16,21,0.40
2005-03-24,32.5,31.9,36,8,18,0.00
2005-03-25,32.5,31.9,36,6,21,0.00
2005-03-26,32.5,31.9,47,24,34,0.10
2005-03-27,32.6,32.0,44,24,34,0.30
2005-03-28,33.0,32.3,31,12,21,0.30
2005-03-29,33.3,32.6,34,17,24,0.10
2005-03-30,33.5,32.7,38,8,23,0.10
2005-03-31,33.6,32.8,50,18,32,0.10
2005-04-01,33.7,32.9,54,25,37,0.10
2005-04-02,33.7,33.0,52,24,33,0.00
2005-04-03,33.7,33.0,34,17,25,0.00
2005-04-04,34.1,33.0,39,12,22,0.70
2005-04-05,34.3,33.7,61,21,38,0.00
2005-04-06,34.4,33.7,60,31,41,0.00
2005-04-07,34.8,33.7,37,13,28,0.10
2005-04-08,34.8,33.8,31,14,20,0.10
2005-04-09,34.8,33.9,33,12,21,0.20
2005-04-10,34.9,34.1,44,13,26,0.00
2005-04-11,35.0,34.1,53,26,37,0.10
