#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 669: North Lost Trail, CO
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                           
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation  
# Precipitation Increment             Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                   
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches             N/A           PRCPSA        Snow adjusted total preciptation      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# North Lost Trail (669) 
# Colorado  SNOTEL Site - 9200 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 5, 2020 11:28:55 AM GMT-08:00
#
Date,North Lost Trail (669) Precipitation Accumulation (in) Start of Day Values,North Lost Trail (669) Precipitation Increment (in),North Lost Trail (669) Precipitation Increment - Snow-adj (in)
2001-05-11,19.0,0.10,0.10
2001-05-12,19.1,0.10,0.10
2001-05-13,19.2,0.00,0.00
2001-05-14,19.2,0.00,0.00
2001-05-15,19.2,0.10,0.10
2001-05-16,19.3,0.00,0.00
2001-05-17,19.3,0.00,0.00
2001-05-18,19.3,0.00,0.00
2001-05-19,19.3,0.00,0.00
2001-05-20,19.3,0.00,0.00
2001-05-21,19.3,0.00,0.00
2001-05-22,19.3,0.00,0.00
2001-05-23,19.3,0.00,0.00
2001-05-24,19.3,0.00,0.00
2001-05-25,19.3,0.00,0.00
2001-05-26,19.3,0.00,0.00
2001-05-27,19.3,0.00,0.00
2001-05-28,19.3,0.00,0.00
2001-05-29,19.3,0.00,0.00
2001-05-30,19.3,0.00,0.00
2001-05-31,19.3,0.00,0.00
2001-06-01,19.3,0.00,0.00
2001-06-02,19.3,0.00,0.00
2001-06-03,19.3,0.00,0.00
2001-06-04,19.3,0.00,0.00
2001-06-05,19.3,0.00,0.00
2001-06-06,19.3,0.00,0.00
2001-06-07,19.3,0.00,0.00
2001-06-08,19.3,0.00,0.00
2001-06-09,19.3,0.00,0.00
2001-06-10,19.3,0.00,0.00
2001-06-11,19.3,0.00,0.00
2001-06-12,19.3,0.00,0.00
2001-06-13,19.3,0.60,0.60
2001-06-14,19.9,0.00,0.00
2001-06-15,19.9,0.50,0.50
2001-06-16,20.4,0.10,0.10
2001-06-17,20.5,0.10,0.10
2001-06-18,20.6,0.00,0.00
2001-06-19,20.6,0.00,0.00
2001-06-20,20.6,0.00,0.00
2001-06-21,20.6,0.00,0.00
2001-06-22,20.6,0.00,0.00
2001-06-23,20.6,0.00,0.00
2001-06-24,20.6,0.00,0.00
2001-06-25,20.6,0.00,0.00
2001-06-26,20.6,0.00,0.00
2001-06-27,20.6,0.00,0.00
2001-06-28,20.6,0.10,0.10
2001-06-29,20.7,0.00,0.00
2001-06-30,20.7,0.00,0.00
2001-07-01,20.7,0.00,0.00
2001-07-02,20.7,0.00,0.00
2001-07-03,20.7,0.00,0.00
2001-07-04,20.7,0.00,0.00
2001-07-05,20.7,0.00,0.00
2001-07-06,20.7,0.00,0.00
2001-07-07,20.7,0.00,0.00
2001-07-08,20.7,0.00,0.00
2001-07-09,20.7,0.10,0.10
2001-07-10,20.8,0.10,0.10
2001-07-11,20.9,0.30,0.30
2001-07-12,21.2,0.60,0.60
2001-07-13,21.8,0.30,0.30
2001-07-14,22.1,0.30,0.30
2001-07-15,22.4,0.10,0.10
2001-07-16,22.5,0.00,0.00
2001-07-17,22.5,0.00,0.00
2001-07-18,22.5,0.00,0.00
2001-07-19,22.5,0.10,0.10
2001-07-20,22.6,0.00,0.00
2001-07-21,22.6,0.00,0.00
2001-07-22,22.6,0.10,0.10
2001-07-23,22.7,0.10,0.10
2001-07-24,22.8,0.00,0.00
2001-07-25,22.8,0.30,0.30
2001-07-26,23.1,0.40,0.40
2001-07-27,23.5,0.20,0.20
2001-07-28,23.7,0.00,0.00
2001-07-29,23.7,0.00,0.00
2001-07-30,23.7,0.00,0.00
2001-07-31,23.7,0.10,0.10
2001-08-01,23.8,0.10,0.10
2001-08-02,23.9,0.10,0.10
2001-08-03,24.0,0.50,0.50
2001-08-04,24.5,0.20,0.20
2001-08-05,24.7,0.00,0.00
2001-08-06,24.7,0.90,0.90
2001-08-07,25.6,0.40,0.40
2001-08-08,26.0,0.20,0.20
2001-08-09,26.2,0.10,0.10
2001-08-10,26.3,0.00,0.00
2001-08-11,26.3,0.10,0.10
2001-08-12,26.4,0.10,0.10
2001-08-13,26.5,0.00,0.00
2001-08-14,26.5,1.00,1.00
2001-08-15,27.5,0.10,0.10
2001-08-16,27.6,0.00,0.00
2001-08-17,27.6,0.00,0.00
2001-08-18,27.6,0.00,0.00
2001-08-19,27.6,0.00,0.00
2001-08-20,27.6,0.00,0.00
2001-08-21,27.6,0.40,0.40
2001-08-22,28.0,0.00,0.00
2001-08-23,28.0,0.20,0.20
2001-08-24,28.2,0.00,0.00
2001-08-25,28.2,0.00,0.00
2001-08-26,28.2,0.00,0.00
2001-08-27,28.2,0.00,0.00
2001-08-28,28.2,0.00,0.00
2001-08-29,28.2,0.00,0.00
2001-08-30,28.2,0.00,0.00
2001-08-31,28.2,0.00,0.00
2001-09-01,28.2,0.20,0.20
2001-09-02,28.4,0.30,0.30
2001-09-03,28.7,0.10,0.10
2001-09-04,28.8,0.00,0.00
2001-09-05,28.8,0.00,0.00
2001-09-06,28.8,0.00,0.00
2001-09-07,28.8,0.00,0.00
2001-09-08,28.8,0.10,0.10
2001-09-09,28.9,0.00,0.00
2001-09-10,28.9,0.00,0.00
2001-09-11,28.9,0.00,0.00
2001-09-12,28.9,0.00,0.00
2001-09-13,28.9,0.00,0.00
2001-09-14,28.9,0.00,0.00
2001-09-15,28.9,0.00,0.00
2001-09-16,28.9,0.00,0.00
2001-09-17,28.9,0.00,0.00
2001-09-18,28.9,0.00,0.00
2001-09-19,28.9,0.00,0.00
2001-09-20,28.9,0.00,0.00
2001-09-21,28.9,0.00,0.00
2001-09-22,28.9,0.00,0.00
2001-09-23,28.9,0.00,0.00
2001-09-24,28.9,0.00,0.00
2001-09-25,28.9,0.00,0.00
2001-09-26,28.9,0.00,0.00
2001-09-27,28.9,0.00,0.00
2001-09-28,28.9,0.00,0.00
2001-09-29,28.9,0.00,0.00
2001-09-30,28.9,0.00,0.00
2001-10-01,0.0,0.00,0.00
2001-10-02,0.0,0.00,0.00
2001-10-03,0.0,0.00,0.00
2001-10-04,0.0,0.00,0.00
2001-10-05,0.0,0.00,0.00
2001-10-06,0.0,0.00,0.00
2001-10-07,0.0,0.00,0.00
2001-10-08,0.0,0.10,0.10
2001-10-09,0.1,0.80,0.80
2001-10-10,0.9,0.10,0.10
2001-10-11,1.0,0.20,0.20
2001-10-12,1.2,0.10,0.10
2001-10-13,1.3,0.10,0.10
2001-10-14,1.4,0.00,0.00
2001-10-15,1.4,0.00,0.00
2001-10-16,1.4,0.20,0.20
2001-10-17,1.6,0.00,0.00
2001-10-18,1.6,0.00,0.00
2001-10-19,1.6,0.00,0.00
2001-10-20,1.6,0.00,0.00
2001-10-21,1.6,0.10,0.10
2001-10-22,1.7,0.10,0.10
2001-10-23,1.8,0.10,0.10
2001-10-24,1.9,0.00,0.00
2001-10-25,1.9,0.10,0.10
2001-10-26,2.0,0.10,0.10
2001-10-27,2.1,0.20,0.20
2001-10-28,2.3,0.00,0.00
2001-10-29,2.3,0.10,0.10
2001-10-30,2.4,0.00,0.00
2001-10-31,2.4,0.00,0.00
2001-11-01,2.4,0.10,0.10
2001-11-02,2.5,0.10,0.10
2001-11-03,2.6,0.00,0.00
2001-11-04,2.6,0.10,0.10
2001-11-05,2.7,0.00,0.00
2001-11-06,2.7,0.20,0.20
2001-11-07,2.9,0.20,0.20
2001-11-08,3.1,0.10,0.10
2001-11-09,3.2,0.20,0.20
2001-11-10,3.4,0.10,0.10
2001-11-11,3.5,0.10,0.10
2001-11-12,3.6,0.00,0.00
2001-11-13,3.6,0.00,0.00
2001-11-14,3.6,0.00,0.00
2001-11-15,3.6,0.00,0.00
2001-11-16,3.6,0.00,0.00
2001-11-17,3.6,0.00,0.00
2001-11-18,3.6,0.00,0.20
2001-11-19,3.6,0.10,0.10
2001-11-20,3.7,0.00,0.00
2001-11-21,3.7,0.30,0.30
2001-11-22,4.0,0.40,0.40
2001-11-23,4.4,0.10,0.10
2001-11-24,4.5,0.40,0.40
2001-11-25,4.9,0.40,0.40
2001-11-26,5.3,0.00,0.00
2001-11-27,5.3,0.00,0.00
2001-11-28,5.3,0.20,0.20
2001-11-29,5.5,0.30,0.30
2001-11-30,5.8,0.10,0.20
2001-12-01,5.9,0.20,0.20
2001-12-02,6.1,0.40,0.60
2001-12-03,6.5,0.10,0.10
2001-12-04,6.6,0.30,0.50
2001-12-05,6.9,0.10,0.10
2001-12-06,7.0,0.20,0.20
2001-12-07,7.2,0.00,0.20
2001-12-08,7.2,0.00,0.10
2001-12-09,7.2,0.10,0.10
2001-12-10,7.3,0.20,0.20
2001-12-11,7.5,0.00,0.00
2001-12-12,7.5,0.00,0.10
2001-12-13,7.5,0.00,0.00
2001-12-14,7.5,0.10,0.10
2001-12-15,7.6,0.00,0.10
2001-12-16,7.6,0.00,0.00
2001-12-17,7.6,0.00,0.10
2001-12-18,7.6,0.00,0.00
2001-12-19,7.6,0.00,0.00
2001-12-20,7.6,0.00,0.00
2001-12-21,7.6,0.00,0.10
2001-12-22,7.6,0.00,0.00
2001-12-23,7.6,0.10,0.10
2001-12-24,7.7,0.00,0.10
2001-12-25,7.7,0.10,0.10
2001-12-26,7.8,0.00,0.10
2001-12-27,7.8,0.00,0.00
2001-12-28,7.8,0.10,0.10
2001-12-29,7.9,0.20,0.20
2001-12-30,8.1,0.00,0.00
2001-12-31,8.1,0.00,0.00
2002-01-01,8.1,0.00,0.00
2002-01-02,8.1,0.00,0.00
2002-01-03,8.1,0.00,0.00
2002-01-04,8.1,0.00,0.00
2002-01-05,8.1,0.20,0.20
2002-01-06,8.3,0.20,0.20
2002-01-07,8.5,0.00,0.00
2002-01-08,8.5,0.00,0.00
2002-01-09,8.5,0.00,0.00
2002-01-10,8.5,0.00,0.00
2002-01-11,8.5,0.00,0.00
2002-01-12,8.5,0.20,0.30
2002-01-13,8.7,0.00,0.00
2002-01-14,8.7,0.20,0.20
2002-01-15,8.9,0.00,0.00
2002-01-16,8.9,0.00,0.20
2002-01-17,8.9,0.00,0.10
2002-01-18,8.9,0.00,0.10
2002-01-19,8.9,0.10,0.10
2002-01-20,9.0,0.00,0.00
2002-01-21,9.0,0.10,0.10
2002-01-22,9.1,0.10,0.50
2002-01-23,9.2,0.20,0.20
2002-01-24,9.4,0.00,0.00
2002-01-25,9.4,0.20,0.20
2002-01-26,9.6,0.00,0.00
2002-01-27,9.6,0.00,0.00
2002-01-28,9.6,0.00,0.00
2002-01-29,9.6,0.00,0.10
2002-01-30,9.6,0.00,0.00
2002-01-31,9.6,0.00,0.00
2002-02-01,9.6,0.40,0.40
2002-02-02,10.0,0.00,0.00
2002-02-03,10.0,0.00,0.10
2002-02-04,10.0,0.00,0.00
2002-02-05,10.0,0.00,0.00
2002-02-06,10.0,0.00,0.00
2002-02-07,10.0,0.00,0.00
2002-02-08,10.0,0.00,0.00
2002-02-09,10.0,0.00,0.00
2002-02-10,10.0,0.10,0.10
2002-02-11,10.1,0.00,0.00
2002-02-12,10.1,0.00,0.00
2002-02-13,10.1,0.00,0.10
2002-02-14,10.1,0.00,0.30
2002-02-15,10.1,0.00,0.00
2002-02-16,10.1,0.20,0.20
2002-02-17,10.3,0.30,0.30
2002-02-18,10.6,0.00,0.00
2002-02-19,10.6,0.00,0.10
2002-02-20,10.6,0.50,0.50
2002-02-21,11.1,0.00,0.00
2002-02-22,11.1,0.30,0.30
2002-02-23,11.4,0.00,0.00
2002-02-24,11.4,0.00,0.20
2002-02-25,11.4,0.00,0.00
2002-02-26,11.4,0.00,0.00
2002-02-27,11.4,0.00,0.00
2002-02-28,11.4,0.00,0.00
2002-03-01,11.4,0.00,0.30
2002-03-02,11.4,0.00,0.00
2002-03-03,11.4,0.20,0.20
2002-03-04,11.6,0.30,0.30
2002-03-05,11.9,0.10,0.20
2002-03-06,12.0,0.30,0.30
2002-03-07,12.3,0.20,0.60
2002-03-08,12.5,1.20,1.60
2002-03-09,13.7,0.30,0.30
2002-03-10,14.0,0.40,0.40
2002-03-11,14.4,0.00,0.20
2002-03-12,14.4,0.20,0.20
2002-03-13,14.6,0.00,0.40
2002-03-14,14.6,0.20,0.60
2002-03-15,14.8,0.20,0.20
2002-03-16,15.0,0.10,0.30
2002-03-17,15.1,0.40,0.40
2002-03-18,15.5,0.00,0.10
2002-03-19,15.5,0.20,0.20
2002-03-20,15.7,0.10,0.10
2002-03-21,15.8,0.10,0.10
2002-03-22,15.9,0.00,0.00
2002-03-23,15.9,0.00,0.00
2002-03-24,15.9,0.00,0.10
2002-03-25,15.9,0.00,0.00
2002-03-26,15.9,0.20,0.20
2002-03-27,16.1,0.00,0.00
2002-03-28,16.1,0.00,0.00
2002-03-29,16.1,0.00,0.00
2002-03-30,16.1,0.00,0.00
2002-03-31,16.1,0.00,0.00
2002-04-01,16.1,0.00,0.00
2002-04-02,16.1,0.00,0.00
2002-04-03,16.1,0.00,0.00
2002-04-04,16.1,0.00,0.00
2002-04-05,16.1,0.00,0.00
2002-04-06,16.1,0.00,0.00
2002-04-07,16.1,0.00,0.00
2002-04-08,16.1,0.00,0.00
2002-04-09,16.1,0.00,0.00
2002-04-10,16.1,0.00,0.00
2002-04-11,16.1,0.00,0.00
2002-04-12,16.1,0.20,0.20
2002-04-13,16.3,0.20,0.20
2002-04-14,16.5,0.00,0.00
2002-04-15,16.5,0.00,0.00
2002-04-16,16.5,0.00,0.00
2002-04-17,16.5,0.00,0.00
2002-04-18,16.5,0.00,0.00
2002-04-19,16.5,0.00,0.00
2002-04-20,16.5,0.00,0.00
2002-04-21,16.5,0.00,0.00
2002-04-22,16.5,0.10,0.10
2002-04-23,16.6,0.20,0.20
2002-04-24,16.8,0.00,0.00
2002-04-25,16.8,0.00,0.00
2002-04-26,16.8,0.20,0.20
2002-04-27,17.0,0.10,0.10
2002-04-28,17.1,0.00,0.00
2002-04-29,17.1,0.00,0.00
2002-04-30,17.1,0.00,0.00
2002-05-01,17.1,0.00,0.00
2002-05-02,17.1,0.00,0.00
2002-05-03,17.1,0.00,0.00
2002-05-04,17.1,0.00,0.00
2002-05-05,17.1,0.00,0.00
2002-05-06,17.1,0.00,0.00
2002-05-07,17.1,0.00,0.00
2002-05-08,17.1,0.00,0.00
2002-05-09,17.1,0.00,0.00
2002-05-10,17.1,0.00,0.00
2002-05-11,17.1,0.00,0.00
2002-05-12,17.1,0.00,0.00
2002-05-13,17.1,0.10,0.10
2002-05-14,17.2,0.10,0.10
2002-05-15,17.3,0.00,0.00
2002-05-16,17.3,0.00,0.00
2002-05-17,17.3,0.00,0.00
2002-05-18,17.3,0.00,0.00
2002-05-19,17.3,0.10,0.10
2002-05-20,17.4,0.00,0.00
2002-05-21,17.4,0.00,0.00
2002-05-22,17.4,0.00,0.00
2002-05-23,17.4,0.00,0.00
2002-05-24,17.4,0.00,0.00
2002-05-25,17.4,0.00,0.00
2002-05-26,17.4,0.00,0.00
2002-05-27,17.4,0.00,0.00
2002-05-28,17.4,0.00,0.00
2002-05-29,17.4,0.00,0.00
2002-05-30,17.4,0.00,0.00
2002-05-31,17.4,0.00,0.00
2002-06-01,17.4,0.00,0.00
2002-06-02,17.4,0.00,0.00
2002-06-03,17.4,0.00,0.00
2002-06-04,17.4,0.00,0.00
2002-06-05,17.4,0.00,0.00
2002-06-06,17.4,0.00,0.00
2002-06-07,17.4,0.00,0.00
2002-06-08,17.4,0.00,0.00
2002-06-09,17.4,0.00,0.00
2002-06-10,17.4,0.00,0.00
2002-06-11,17.4,0.10,0.10
2002-06-12,17.5,0.00,0.00
2002-06-13,17.5,0.00,0.00
2002-06-14,17.5,0.00,0.00
2002-06-15,17.5,0.00,0.00
2002-06-16,17.5,0.00,0.00
2002-06-17,17.5,0.00,0.00
2002-06-18,17.5,0.00,0.00
2002-06-19,17.5,0.00,0.00
2002-06-20,17.5,0.00,0.00
2002-06-21,17.5,0.00,0.00
2002-06-22,17.5,0.00,0.00
2002-06-23,17.5,0.00,0.00
2002-06-24,17.5,0.00,0.00
2002-06-25,17.5,0.00,0.00
2002-06-26,17.5,0.00,0.00
2002-06-27,17.5,0.00,0.00
2002-06-28,17.5,0.00,0.00
2002-06-29,17.5,0.00,0.00
2002-06-30,17.5,0.00,0.00
2002-07-01,17.5,0.00,0.00
2002-07-02,17.5,0.10,0.10
2002-07-03,17.6,0.10,0.10
2002-07-04,17.7,0.00,0.00
2002-07-05,17.7,0.70,0.70
2002-07-06,18.4,0.10,0.10
2002-07-07,18.5,0.00,0.00
2002-07-08,18.5,0.00,0.00
2002-07-09,18.5,0.00,0.00
2002-07-10,18.5,0.00,0.00
2002-07-11,18.5,0.00,0.00
2002-07-12,18.5,0.00,0.00
2002-07-13,18.5,0.00,0.00
2002-07-14,18.5,0.00,0.00
2002-07-15,18.5,0.10,0.10
2002-07-16,18.6,0.00,0.00
2002-07-17,18.6,0.10,0.10
2002-07-18,18.7,0.00,0.00
2002-07-19,18.7,0.10,0.10
2002-07-20,18.8,0.00,0.00
2002-07-21,18.8,0.30,0.30
2002-07-22,19.1,0.00,0.00
2002-07-23,19.1,0.00,0.00
2002-07-24,19.1,0.70,0.70
2002-07-25,19.8,0.00,0.00
2002-07-26,19.8,0.20,0.20
2002-07-27,20.0,0.10,0.10
2002-07-28,20.1,0.00,0.00
2002-07-29,20.1,0.10,0.10
2002-07-30,20.2,0.00,0.00
2002-07-31,20.2,0.00,0.00
2002-08-01,20.2,0.00,0.00
2002-08-02,20.2,0.00,0.00
2002-08-03,20.2,0.10,0.10
2002-08-04,20.3,0.00,0.00
2002-08-05,20.3,0.00,0.00
2002-08-06,20.3,0.00,0.00
2002-08-07,20.3,0.00,0.00
2002-08-08,20.3,0.00,0.00
2002-08-09,20.3,0.00,0.00
2002-08-10,20.3,0.00,0.00
2002-08-11,20.3,0.00,0.00
2002-08-12,20.3,0.00,0.00
2002-08-13,20.3,0.00,0.00
2002-08-14,20.3,0.00,0.00
2002-08-15,20.3,0.00,0.00
2002-08-16,20.3,0.00,0.00
2002-08-17,20.3,0.00,0.00
2002-08-18,20.3,0.00,0.00
2002-08-19,20.3,0.10,0.10
2002-08-20,20.4,0.30,0.30
2002-08-21,20.7,0.20,0.20
2002-08-22,20.9,0.20,0.20
2002-08-23,21.1,0.00,0.00
2002-08-24,21.1,0.00,0.00
2002-08-25,21.1,0.00,0.00
2002-08-26,21.1,0.00,0.00
2002-08-27,21.1,0.00,0.00
2002-08-28,21.1,0.00,0.00
2002-08-29,21.1,0.00,0.00
2002-08-30,21.1,0.10,0.10
2002-08-31,21.2,0.00,0.00
2002-09-01,21.2,0.00,0.00
2002-09-02,21.2,0.00,0.00
2002-09-03,21.2,0.00,0.00
2002-09-04,21.2,0.00,0.00
2002-09-05,21.2,0.00,0.00
2002-09-06,21.2,0.00,0.00
2002-09-07,21.2,0.20,0.20
2002-09-08,21.4,0.40,0.40
2002-09-09,21.8,0.30,0.30
2002-09-10,22.1,0.40,0.40
2002-09-11,22.5,0.00,0.00
2002-09-12,22.5,0.30,0.30
2002-09-13,22.8,0.30,0.30
2002-09-14,23.1,0.40,0.40
2002-09-15,23.5,0.00,0.00
2002-09-16,23.5,0.00,0.00
2002-09-17,23.5,0.00,0.00
2002-09-18,23.5,1.00,1.00
2002-09-19,24.5,0.00,0.00
2002-09-20,24.5,0.30,0.30
2002-09-21,24.8,0.00,0.00
2002-09-22,24.8,0.00,0.00
2002-09-23,24.8,0.00,0.00
2002-09-24,24.8,0.00,0.00
2002-09-25,24.8,0.00,0.00
2002-09-26,24.8,0.40,0.40
2002-09-27,25.2,0.10,0.10
2002-09-28,25.3,0.10,0.10
2002-09-29,25.4,0.70,0.70
2002-09-30,26.1,0.20,0.20
2002-10-01,0.0,0.10,0.10
2002-10-02,0.1,0.00,0.00
2002-10-03,0.1,0.60,0.60
2002-10-04,0.7,0.20,0.20
2002-10-05,0.9,0.00,0.00
2002-10-06,0.9,0.00,0.00
2002-10-07,0.9,0.00,0.00
2002-10-08,0.9,0.00,0.00
2002-10-09,0.9,0.00,0.00
2002-10-10,0.9,0.00,0.00
2002-10-11,0.9,0.00,0.00
2002-10-12,0.9,0.00,0.00
2002-10-13,0.9,0.00,0.00
2002-10-14,0.9,0.00,0.00
2002-10-15,0.9,0.00,0.00
2002-10-16,0.9,0.00,0.00
2002-10-17,0.9,0.00,0.00
2002-10-18,0.9,0.00,0.00
2002-10-19,0.9,0.00,0.00
2002-10-20,0.9,0.00,0.00
2002-10-21,0.9,0.00,0.00
2002-10-22,0.9,0.30,0.30
2002-10-23,1.2,0.20,0.20
2002-10-24,1.4,0.30,0.30
2002-10-25,1.7,0.00,0.00
2002-10-26,1.7,0.30,0.30
2002-10-27,2.0,0.30,0.30
2002-10-28,2.3,0.40,0.40
2002-10-29,2.7,0.10,0.20
2002-10-30,2.8,0.60,0.60
2002-10-31,3.4,0.20,0.20
2002-11-01,3.6,0.10,0.10
2002-11-02,3.7,0.10,0.30
2002-11-03,3.8,0.00,0.00
2002-11-04,3.8,0.00,0.00
2002-11-05,3.8,0.00,0.00
2002-11-06,3.8,0.20,0.20
2002-11-07,4.0,0.20,0.20
2002-11-08,4.2,0.50,0.50
2002-11-09,4.7,0.60,0.70
2002-11-10,5.3,0.20,0.20
2002-11-11,5.5,0.00,0.00
2002-11-12,5.5,0.10,0.10
2002-11-13,5.6,0.10,0.10
2002-11-14,5.7,0.10,0.10
2002-11-15,5.8,0.10,0.10
2002-11-16,5.9,0.20,0.20
2002-11-17,6.1,0.10,0.10
2002-11-18,6.2,0.00,0.00
2002-11-19,6.2,0.00,0.00
2002-11-20,6.2,0.10,0.10
2002-11-21,6.3,0.00,0.00
2002-11-22,6.3,0.10,0.10
2002-11-23,6.4,0.10,0.10
2002-11-24,6.5,0.00,0.10
2002-11-25,6.5,0.00,0.00
2002-11-26,6.5,0.00,0.00
2002-11-27,6.5,0.10,0.10
2002-11-28,6.6,0.10,0.10
2002-11-29,6.7,0.00,0.00
2002-11-30,6.7,0.00,0.00
2002-12-01,6.7,0.00,0.00
2002-12-02,6.7,0.00,0.00
2002-12-03,6.7,0.00,0.00
2002-12-04,6.7,0.00,0.00
2002-12-05,6.7,0.00,0.00
2002-12-06,6.7,0.10,0.10
2002-12-07,6.8,0.00,0.10
2002-12-08,6.8,0.00,0.00
2002-12-09,6.8,0.10,0.10
2002-12-10,6.9,0.00,0.20
2002-12-11,6.9,0.00,0.20
2002-12-12,6.9,0.10,0.20
2002-12-13,7.0,0.00,0.00
2002-12-14,7.0,0.00,0.00
2002-12-15,7.0,0.00,0.00
2002-12-16,7.0,0.20,0.20
2002-12-17,7.2,0.60,0.70
2002-12-18,7.8,0.00,0.10
2002-12-19,7.8,0.00,0.00
2002-12-20,7.8,0.30,0.30
2002-12-21,8.1,0.00,0.00
2002-12-22,8.1,0.00,0.00
2002-12-23,8.1,0.00,0.10
2002-12-24,8.1,0.00,0.40
2002-12-25,8.1,0.00,0.00
2002-12-26,8.1,0.20,0.20
2002-12-27,8.3,0.10,0.10
2002-12-28,8.4,0.00,0.00
2002-12-29,8.4,0.00,0.00
2002-12-30,8.4,0.00,0.00
2002-12-31,8.4,0.50,0.50
2003-01-01,8.9,0.00,0.00
2003-01-02,8.9,0.30,0.30
2003-01-03,9.2,0.10,0.10
2003-01-04,9.3,0.00,0.00
2003-01-05,9.3,0.00,0.10
2003-01-06,9.3,0.00,0.00
2003-01-07,9.3,0.00,0.00
2003-01-08,9.3,0.00,0.10
2003-01-09,9.3,0.10,0.10
2003-01-10,9.4,0.20,0.20
2003-01-11,9.6,0.00,0.00
2003-01-12,9.6,0.00,0.00
2003-01-13,9.6,0.20,0.20
2003-01-14,9.8,0.00,0.10
2003-01-15,9.8,0.00,0.10
2003-01-16,9.8,0.00,0.00
2003-01-17,9.8,0.00,0.00
2003-01-18,9.8,0.00,0.10
2003-01-19,9.8,0.00,0.10
2003-01-20,9.8,0.00,0.00
2003-01-21,9.8,0.00,0.00
2003-01-22,9.8,0.00,0.00
2003-01-23,9.8,0.00,0.00
2003-01-24,9.8,0.00,0.00
2003-01-25,9.8,0.00,0.00
2003-01-26,9.8,0.10,0.10
2003-01-27,9.9,0.00,0.00
2003-01-28,9.9,0.00,0.10
2003-01-29,9.9,0.00,0.00
2003-01-30,9.9,0.10,0.10
2003-01-31,10.0,0.00,0.00
2003-02-01,10.0,0.10,0.10
2003-02-02,10.1,0.10,0.40
2003-02-03,10.2,0.00,0.10
2003-02-04,10.2,0.00,0.00
2003-02-05,10.2,0.00,0.00
2003-02-06,10.2,0.00,0.00
2003-02-07,10.2,0.00,0.10
2003-02-08,10.2,0.00,0.20
2003-02-09,10.2,0.20,0.30
2003-02-10,10.4,0.10,0.10
2003-02-11,10.5,0.00,0.00
2003-02-12,10.5,0.40,0.40
2003-02-13,10.9,0.50,0.50
2003-02-14,11.4,0.10,0.10
2003-02-15,11.5,0.00,0.00
2003-02-16,11.5,0.40,0.40
2003-02-17,11.9,0.30,0.40
2003-02-18,12.2,0.00,0.20
2003-02-19,12.2,0.00,0.00
2003-02-20,12.2,0.00,0.00
2003-02-21,12.2,0.20,0.20
2003-02-22,12.4,0.40,0.50
2003-02-23,12.8,0.00,0.10
2003-02-24,12.8,0.30,0.30
2003-02-25,13.1,0.60,0.80
2003-02-26,13.7,0.20,0.20
2003-02-27,13.9,0.00,0.20
2003-02-28,13.9,0.20,0.30
2003-03-01,14.1,0.00,0.00
2003-03-02,14.1,0.00,0.00
2003-03-03,14.1,0.20,0.20
2003-03-04,14.3,0.80,0.80
2003-03-05,15.1,0.20,0.30
2003-03-06,15.3,0.10,0.10
2003-03-07,15.4,0.00,0.10
2003-03-08,15.4,0.00,0.00
2003-03-09,15.4,0.00,0.00
2003-03-10,15.4,0.10,0.10
2003-03-11,15.5,0.10,0.10
2003-03-12,15.6,0.00,0.00
2003-03-13,15.6,0.10,0.10
2003-03-14,15.7,0.00,0.00
2003-03-15,15.7,0.00,0.00
2003-03-16,15.7,0.00,0.00
2003-03-17,15.7,0.60,0.60
2003-03-18,16.3,0.40,0.40
2003-03-19,16.7,0.10,0.10
2003-03-20,16.8,0.30,0.30
2003-03-21,17.1,0.10,0.10
2003-03-22,17.2,0.10,0.10
2003-03-23,17.3,0.10,0.10
